Rang,Uporabniško ime,Elo,Id,Država,Država številka,Skupaj igre,Skupaj zmage,Skupaj remiji,Skupaj porazi,Naslov,Strela elo,Metek elo,Ime,Priimek,Opazovalci,Datum,Spol,Celina,Obratna vrednost prebivalstva,Leto
1309,chess8336,2402,159084723,Bulgaria,28,991,505,69,417,Nima naslova,2515,2451,,,926,2021-10-24,Ni znano,Europe,1.5534318416245168e-07,2021
1310,WalnutFan2007,2402,146689101,Singapore,125,1405,719,98,588,Nima naslova,2318,2302,,,513,2021-07-03,Ni znano,Asia,1.6564793188557042e-07,2021
1311,andrisadipa,2402,145082345,Indonesia,70,666,391,64,211,Nima naslova,2368,2406,Andri,Sadipa,273,2021-06-18,Moški,Asia,3.515694987049973e-09,2021
1312,nyemot,2402,12622442,Indonesia,70,91,62,8,21,Nima naslova,2332,2271,Sonny,Tanoyo,2026,2013-07-07,Moški,Asia,3.515694987049973e-09,2013
1313,pratham1111111111,2402,111497838,Northern Mariana Islands,356,1388,778,100,510,Nima naslova,2501,2600,,,2271,2021-01-10,Ni znano,Oceania,2.112869488051723e-05,2021
1314,HauntingVerus,2402,105001898,Sweden,132,1235,589,165,481,Nima naslova,2401,2101,,,247,2020-12-17,Ni znano,Europe,9.440476192723924e-08,2020
1315,Neuneu7774,2401,95554820,France,52,9889,4683,907,4299,Nima naslova,2024,Ne igra metka,,,1010,2020-11-07,Ni znano,Europe,1.4562824022834507e-08,2020
1316,TheInitiator,2401,8945708,United States,2,1499,772,169,558,Nima naslova,2425,2526,,,3475,2012-09-17,Ni znano,North America,2.9402166800915e-09,2012
1317,b-d-l,2401,8315896,International,225,8000,4203,860,2937,Nima naslova,2401,2247,Bruno,D&#039; Angelo Lacerda,14865,2012-07-25,Moški,Ni podatka,Ni znano,2012
1318,Kontradaking,2401,74443474,Poland,112,291,191,20,80,Nima naslova,2503,2527,,,495,2020-03-25,Ni znano,Europe,2.6729391639046296e-08,2020
1319,Lebbeusz,2401,72099512,Poland,112,1024,543,96,385,Nima naslova,2356,1800,Tadeusz,,827,2020-02-12,Moški,Europe,2.6729391639046296e-08,2020
1320,paymanmoafimadani,2401,6329557,Iran,71,1738,893,158,687,Nima naslova,2523,2533,Payman,Moafi Madani,10223,2011-12-17,Ni znano,Asia,1.1633182489733717e-08,2011
1321,Zytaxisagodatchess,2401,431188075,Greece,56,709,374,68,267,Nima naslova,2241,1535,Χάρης,Κυτριλάκης,319,2025-02-21,Ni znano,Europe,9.614718980993623e-08,2025
1322,SthetoGuy,2401,426535989,India,69,211,144,20,47,Nima naslova,2445,Ne igra metka,,,47,2025-02-04,Ni znano,Asia,7.054713536302145e-10,2025
1323,Kirill_Katz,2401,40303822,Israel,75,142,107,12,23,Nima naslova,2616,2701,,,1390,2017-11-12,Ni znano,Asia,9.895307645114687e-08,2017
1324,atwqc,2401,38261506,China,33,322,162,42,118,Nima naslova,2503,2507,,,961,2017-08-31,Ni znano,Asia,7.100860624307666e-10,2017
1325,Cambek64,2401,37901772,Ukraine,141,195,108,28,59,FM,2518,2340,Grigory,Seletsky,1794,2017-08-17,Moški,Europe,3.0430284218854606e-08,2017
1326,nellinbarias,2401,37391656,Philippines,111,90,70,5,15,Nima naslova,2292,1023,Doctor,Shame,22,2017-07-28,Ni znano,Asia,8.762429506254623e-09,2017
1327,Gbokoboy1,2401,357122845,International,225,423,199,38,186,Nima naslova,2487,2503,,,122,2024-04-14,Ni znano,Ni podatka,Ni znano,2024
1328,AyushMalik234,2401,305728585,India,69,103,73,7,23,Nima naslova,1737,Ne igra metka,,,23,2023-08-13,Ni znano,Asia,7.054713536302145e-10,2023
1329,rycvoland,2401,28422290,France,52,2599,1391,200,1008,Nima naslova,2444,2307,Robin,Voland,894,2016-05-30,Moški,Europe,1.4562824022834507e-08,2016
1330,DevTheBlunderer,2401,28075990,England,159,6737,3495,415,2827,Nima naslova,2253,2205,,,1155,2016-05-06,Ni znano,Ni podatka,Ni znano,2016
1331,MeCryBaby,2401,279612757,United States,2,189,173,9,7,Nima naslova,Ne igra strele,Ne igra metka,,,79,2023-04-26,Ni znano,North America,2.9402166800915e-09,2023
1332,Fentanyl,2401,275767641,Russia,116,3300,1579,214,1507,Nima naslova,2244,2104,,,963,2023-04-15,Ni znano,Asia,6.847986512205766e-09,2023
1333,Leviackerman594,2401,264602327,India,69,5065,2289,405,2371,Nima naslova,2312,2411,,,6024,2023-03-21,Ni znano,Asia,7.054713536302145e-10,2023
1334,Sinister_Apple,2401,219282077,United States,2,535,387,33,115,Nima naslova,2501,2601,,,371,2023-01-02,Ni znano,North America,2.9402166800915e-09,2023
1335,AlbChees,2401,216736083,Albania,10,133,97,7,29,Nima naslova,Ne igra strele,Ne igra metka,Samir,Uka,157,2022-12-25,Moški,Europe,4.231346321309822e-07,2022
1336,Anurag_064,2401,206352381,India,69,631,369,68,194,Nima naslova,2401,2100,Anurag,M.S,134,2022-11-14,Ni znano,Asia,7.054713536302145e-10,2022
1337,Vratanov,2401,19507236,Bulgaria,28,2047,958,148,941,Nima naslova,2405,2406,Dimitran,Lazarian,3707,2014-10-30,Ni znano,Europe,1.5534318416245168e-07,2014
1338,FightingMachine2025,2401,192136895,Myanmar,201,3292,1722,173,1397,CM,2371,2501,Linn,Phone,1685,2022-08-03,Ženska,Asia,1.9486812455565197e-08,2022
1339,gstctt,2401,185504577,India,69,684,440,35,209,Nima naslova,1819,Ne igra metka,,,58,2022-06-01,Ni znano,Asia,7.054713536302145e-10,2022
1340,Milena,2401,169766101,Guyana,63,1447,778,111,558,Nima naslova,2400,2550,Milena,,4418,2022-01-20,Ženska,South America,1.2937029011287558e-06,2022
1341,KarlUrban,2401,16843282,New Zealand,102,304,169,30,105,Nima naslova,2405,2402,,,277,2014-04-10,Ni znano,Oceania,1.8780400773752512e-07,2014
1342,3eegd,2401,165443713,United States,2,6250,3052,353,2845,Nima naslova,2278,2366,,,735,2021-12-18,Ni znano,North America,2.9402166800915e-09,2021
1343,pollacchioneilritorno,2401,161742061,Italy,76,519,280,65,174,Nima naslova,2477,2218,Marco,Boscolo,1783,2021-11-18,Moški,Europe,1.697221260133493e-08,2021
1344,tayhannart,2401,156179029,Türkiye,138,358,250,29,79,Nima naslova,2659,2802,Nart Murat,Tayhan,3450,2021-09-28,Ni znano,Asia,1.1673386490511218e-08,2021
1345,Bobonchik,2401,154028779,Australia,17,5280,2658,258,2364,Nima naslova,2439,1762,Nur,N,378,2021-09-09,Ženska,Oceania,3.649633304918505e-08,2021
1346,wnova,2401,148861463,United States,2,473,393,28,52,Nima naslova,1861,1422,,,340,2021-07-23,Ni znano,North America,2.9402166800915e-09,2021
1347,BebeBonito2022,2401,14566920,Brazil,27,965,544,85,336,FM,2300,2108,,Bahman Kargosha,2853,2013-11-22,Ni znano,South America,4.7040284123316105e-09,2013
1348,falseintruth,2401,109320926,Türkiye,138,134,97,10,27,Nima naslova,2184,2222,,,27,2021-01-02,Ni znano,Asia,1.1673386490511218e-08,2021
1349,shen20,2401,105681266,Malaysia,92,3731,1926,274,1531,Nima naslova,2277,2301,,,332,2020-12-19,Ni znano,Asia,2.9212688823517382e-08,2020
1350,ANC421,2401,103238556,China,33,651,299,93,259,Nima naslova,2607,2554,Andrea,Chen,206,2020-12-10,Ženska,Asia,7.100860624307666e-10,2020
1351,gecko50,2400,96468464,Spain,163,212,146,11,55,Nima naslova,2315,2405,,,53,2020-11-12,Ni znano,Europe,2.0277415730152532e-08,2020
1352,Christohahaha,2400,94148964,United States,2,7531,4009,473,3049,Nima naslova,2510,2507,Christopher,Dorsy,14473,2020-10-27,Moški,North America,2.9402166800915e-09,2020
1353,Adeshhhh,2400,89116284,India,69,5021,2502,371,2148,Nima naslova,2434,2403,,,748,2020-08-15,Ni znano,Asia,7.054713536302145e-10,2020
1354,raviolicrip91,2400,84451130,United States,2,4599,2313,294,1992,Nima naslova,2335,2400,Dwayne,Johnson,1777,2020-06-25,Moški,North America,2.9402166800915e-09,2020
1355,borochess00,2400,83071542,Italy,76,65,35,4,26,Nima naslova,2307,2311,,,100,2020-06-17,Ni znano,Europe,1.697221260133493e-08,2020
1356,RaufMrtzv,2400,8269086,Azerbaijan,156,106,82,12,12,Nima naslova,2606,2514,,,477,2012-07-20,Ni znano,Asia,9.769224539471428e-08,2012
1357,grigoli2008,2400,74610238,Georgia,53,118,69,12,37,Nima naslova,2503,2507,Grigol,Bechvaia,192,2020-03-26,Moški,Asia,2.699419624780672e-07,2020
1358,Ghazghkull-Thraka,2400,70432594,England,159,399,267,37,95,Nima naslova,2572,2600,,,1300,2020-01-07,Ni znano,Ni podatka,Ni znano,2020
1359,hoangho2,2400,67571592,Vietnam,149,759,400,89,270,Nima naslova,2410,2429,Hoàng,Hồ Việt,797,2019-11-05,Ni znano,Asia,9.867401853887461e-09,2019
1360,saeediart1,2400,465468686,Iran,71,115,77,11,27,Nima naslova,2515,2181,,,40,2025-07-08,Ni znano,Asia,1.1633182489733717e-08,2025
1361,SystemErrorRG4G,2400,461752694,United States,2,324,204,28,92,Nima naslova,2343,2108,,,57,2025-06-23,Ni znano,North America,2.9402166800915e-09,2025
1362,neevptl,2400,41897230,India,69,1035,561,112,362,Nima naslova,2554,2505,,,2199,2018-01-01,Ni znano,Asia,7.054713536302145e-10,2018
1363,6750xt,2400,415355069,European Union,351,128,91,12,25,Nima naslova,2400,Ne igra metka,,,20,2025-01-05,Ni znano,Ni podatka,Ni znano,2025
1364,CKoster,2400,39498842,Netherlands,101,1372,747,127,498,Nima naslova,2409,2268,,,992,2017-10-16,Ni znano,Europe,5.530684986950072e-08,2017
1365,RainbowMilkshake,2400,375280267,United States,2,659,345,51,263,Nima naslova,2336,2141,,,223,2024-07-14,Ni znano,North America,2.9402166800915e-09,2024
1366,Colorful_Houses,2400,36550118,Poland,112,604,357,43,204,Nima naslova,2668,2752,,,1252,2017-06-24,Ni znano,Europe,2.6729391639046296e-08,2017
1367,usuariodexadrez,2400,36327590,Iceland,68,658,339,44,275,Nima naslova,2454,2403,,,1079,2017-06-15,Ni znano,Europe,2.5522574717337483e-06,2017
1368,Bajanista,2400,35881940,Poland,112,143,86,11,46,Nima naslova,2460,2641,,,679,2017-05-28,Ni znano,Europe,2.6729391639046296e-08,2017
1369,JoseFerrerMoreno,2400,3566166,Spain,163,1507,796,149,562,Nima naslova,1982,1610,Grdfield,TNT,1380,2008-11-24,Ni znano,Europe,2.0277415730152532e-08,2008
1370,Soul_Eater_not,2400,338856077,Peru,110,684,366,57,261,Nima naslova,2353,2181,,,267,2024-01-14,Ni znano,South America,2.9111874722054376e-08,2024
1371,wonge_edan,2400,316480369,Indonesia,70,449,277,22,150,Nima naslova,2379,2138,,,256,2023-09-30,Ni znano,Asia,3.515694987049973e-09,2023
1372,harryplays60,2400,315574055,Ireland,73,71,43,17,11,Nima naslova,2341,2066,,,181,2023-09-26,Ni znano,Europe,Ni znano,2023
1373,micwhite,2400,3042807,International,225,980,444,250,286,FM,2400,2164,Michael J R,White,3593,2008-05-25,Moški,Ni podatka,Ni znano,2008
1374,Lovemessithegoat,2400,295150867,Argentina,4,55,41,2,12,Nima naslova,2416,2500,,,324,2023-06-21,Ni znano,South America,2.1246019106842426e-08,2023
1375,asyraf2000,2400,2867478,Indonesia,70,279,176,21,82,Nima naslova,2506,2179,,,5233,2010-05-28,Ni znano,Asia,3.515694987049973e-09,2010
1376,Caissa_Simp,2400,27894316,Greece,56,390,197,38,155,Nima naslova,2529,2507,,,1128,2016-04-24,Ni znano,Europe,9.614718980993623e-08,2016
1377,tafatefu,2400,245509299,Egypt,45,139,99,8,32,Nima naslova,2176,2202,,,123,2023-02-13,Ni znano,Africa,9.322161406512797e-09,2023
1378,barkingchicken,2400,2174558,Seychelles,327,2508,1120,259,1129,Nima naslova,2501,2628,barking,chicken,14145,2009-09-19,Ni znano,Africa,8.194169029318736e-06,2009
1379,sudtirolese06,2400,202963265,Italy,76,122,82,11,29,FM,2413,2353,Niccolò,Casadio,377,2022-10-23,Moški,Europe,1.697221260133493e-08,2022
1380,Chessisfunforme,2400,19732782,United States,2,218,128,21,69,Nima naslova,2484,2500,Varun,Gadi,11458,2014-11-15,Ni znano,North America,2.9402166800915e-09,2014
1381,BlindeBoer,2400,195294047,Netherlands,101,2449,1270,303,876,Nima naslova,2121,1811,,,345,2022-08-30,Ni znano,Europe,5.530684986950072e-08,2022
1382,PigeonSenti,2400,18538040,Canada,3,928,508,61,359,Nima naslova,2195,2108,,,733,2014-08-17,Ni znano,North America,2.4068091325987446e-08,2014
1383,Sasa,2400,177400675,International,225,376,126,30,220,Nima naslova,876,584,,,1432,2022-03-21,Ni znano,Ni podatka,Ni znano,2022
1384,EvanAone,2400,172929555,Chile,32,1267,651,109,507,Nima naslova,2403,1835,,,333,2022-02-11,Ni znano,South America,4.948791636225412e-08,2022
1385,leandrogaucho1978,2400,168401523,Brazil,27,680,407,34,239,Nima naslova,2413,2400,,,260,2022-01-10,Ni znano,South America,4.7040284123316105e-09,2022
1386,Szymek_Owca,2400,166914045,Faroe Islands,49,546,361,48,137,Nima naslova,2505,2602,Szymon,Szawarnoga,1450,2021-12-30,Moški,Europe,1.8167944478761673e-05,2021
1387,CatSurfer,2400,160179697,Finland,51,3249,1718,217,1314,Nima naslova,2401,2236,,,1778,2021-11-03,Ni znano,Europe,1.7712749158600132e-07,2021
1388,MaxR2723,2400,149826447,International,225,293,191,25,77,Nima naslova,2403,2404,,,405,2021-08-02,Ni znano,Ni podatka,Ni znano,2021
1389,RAWRRRR638,2400,149281219,France,52,635,388,38,209,Nima naslova,2500,2049,Kainos,Wong,684,2021-07-27,Ni znano,Europe,1.4562824022834507e-08,2021
1390,Mohit-Maringanti,2400,141597707,United States,2,646,444,37,165,Nima naslova,2411,2586,Mohit,Maringanti,528,2021-05-23,Ni znano,North America,2.9402166800915e-09,2021
1391,Marshdoww,2400,129505830,Sri Lanka,213,252,128,30,94,Nima naslova,2442,2442,Sachintha,,291,2021-03-20,Ni znano,Asia,4.594918846840787e-08,2021
1392,ImmortalScot,2400,118520568,Scotland,162,823,475,73,275,Nima naslova,2106,1500,Andrew,Bodie,143,2021-02-04,Moški,Ni podatka,Ni znano,2021
1393,Sem1freddo,2400,109378344,Denmark,41,1876,1060,156,660,Nima naslova,2503,2522,,,1406,2021-01-03,Ni znano,Europe,1.6659947154647626e-07,2021
1394,unorthodoxsultan,2399,60186660,South Korea,175,135,85,9,41,Nima naslova,2528,2253,In,Chul-Moo,675,2019-04-24,Ni znano,Asia,1.9544770247512235e-08,2019
1395,Raffael_Chess,2399,50419748,Brazil,27,91,54,8,29,Nima naslova,2569,2504,Raffael,Chess,108454,2018-10-04,Moški,South America,4.7040284123316105e-09,2018
1396,kxt100,2399,474081,United States,2,137,112,5,20,NM,2277,2172,Kushan,Tyagi,11051,2007-11-19,Ni znano,North America,2.9402166800915e-09,2007
1397,Literally_I_Drive,2399,428157267,Ukraine,141,128,90,9,29,NM,2480,2635,Vladyslav,Khil,714,2025-02-10,Moški,Europe,3.0430284218854606e-08,2025
1398,CheVadChess,2399,415920459,Ukraine,141,296,203,21,72,Nima naslova,2500,2551,,,40,2025-01-07,Ni znano,Europe,3.0430284218854606e-08,2025
1399,Tahsin_GG,2399,355438981,Bangladesh,177,338,263,22,53,Nima naslova,2514,Ne igra metka,,,152,2024-04-06,Ni znano,Asia,5.888278939738358e-09,2024
1400,ChessMakaveli,2399,336371467,Georgia,53,246,143,27,76,Nima naslova,2332,2130,,,132,2024-01-02,Ni znano,Asia,2.699419624780672e-07,2024
1401,draminosskakistis,2399,29399048,Greece,56,239,188,12,39,Nima naslova,2470,2442,,,762,2016-08-08,Ni znano,Europe,9.614718980993623e-08,2016
1402,yasO20009,2399,196461957,United States,2,11099,5060,978,5061,Nima naslova,1304,2012,,,1422,2022-09-08,Ni znano,North America,2.9402166800915e-09,2022
1403,Walt1345,2399,161121477,United States,2,194,129,17,48,Nima naslova,Ne igra strele,Ne igra metka,,,85,2021-11-12,Ni znano,North America,2.9402166800915e-09,2021
1404,ioncopac,2399,151232461,Romania,115,580,390,23,167,Nima naslova,2747,1681,,,407,2021-08-15,Ni znano,Europe,5.245376344999732e-08,2021
1405,Thebestyy123,2399,135562494,United States,2,2866,1544,200,1122,Nima naslova,1456,1446,,,1296,2021-04-15,Ni znano,North America,2.9402166800915e-09,2021
1406,tomasjrl1986,2398,88503418,Argentina,4,273,201,18,54,Nima naslova,2046,Ne igra metka,,,43,2020-08-06,Ni znano,South America,2.1246019106842426e-08,2020
1407,nanGM,2398,70277600,Switzerland,133,590,366,64,160,CM,2369,2444,Hungi,Yun,6602,2020-01-03,Ni znano,Europe,1.1028831129184669e-07,2020
1408,ilyaklyuev,2398,6567856,Russia,116,456,236,34,186,Nima naslova,2440,Ne igra metka,ilya,klyuev,283,2012-01-27,Ni znano,Asia,6.847986512205766e-09,2012
1409,Lightyagami322311,2398,62407044,Japan,78,6192,3141,162,2889,Nima naslova,2478,2289,検討,渡辺,1091,2019-06-17,Ni znano,Asia,8.106355382619975e-09,2019
1410,epitxx,2398,47129874,Russia,116,1910,1187,82,641,Nima naslova,1856,1688,,,254,2018-06-15,Ni znano,Asia,6.847986512205766e-09,2018
1411,rell_kereta,2398,467843704,Indonesia,70,70,54,2,14,Nima naslova,2061,1317,,,15,2025-07-19,Ni znano,Asia,3.515694987049973e-09,2025
1412,Leoville-Las-Cases,2398,454726118,Malta,93,907,481,119,307,Nima naslova,Ne igra strele,Ne igra metka,,,105,2025-05-27,Ni znano,Europe,1.74140182847192e-06,2025
1413,Hromundur,2398,409343295,Iceland,68,1429,752,175,502,Nima naslova,Ne igra strele,Ne igra metka,Jón,Torfason,124,2024-12-14,Moški,Europe,2.5522574717337483e-06,2024
1414,YverTheThief,2398,338876491,Vietnam,149,577,360,50,167,Nima naslova,1513,1209,,,103,2024-01-14,Ni znano,Asia,9.867401853887461e-09,2024
