Rang,Uporabniško ime,Elo,Id,Država,Država številka,Skupaj igre,Skupaj zmage,Skupaj remiji,Skupaj porazi,Naslov,Strela elo,Metek elo,Ime,Priimek,Opazovalci,Datum,Spol,Celina,Obratna vrednost prebivalstva,Leto
384,js20000,2481,62375850,Slovenia,127,93,57,9,27,GM,2819,2497,Jan,Subelj,4069,2019-06-17,Moški,Europe,4.693429855282784e-07,2019
385,kleopl,2481,60408386,Poland,112,130,99,10,21,NM,2555,2491,Maciej,Świcarz,2977,2019-04-30,Moški,Europe,2.6729391639046296e-08,2019
386,Henrylaballedetennis65,2481,44871324,United States,2,690,381,76,233,Nima naslova,2352,2488,,,1170,2018-04-01,Ni znano,North America,2.9402166800915e-09,2018
387,Vizualizer8,2481,384578817,Philippines,111,598,366,21,211,Nima naslova,Ne igra strele,Ne igra metka,,,59,2024-09-01,Ni znano,Asia,8.762429506254623e-09,2024
388,illbeatyouatc,2481,363884041,Australia,17,954,607,65,282,Nima naslova,2161,2060,,,309,2024-05-17,Ni znano,Oceania,3.649633304918505e-08,2024
389,beradze,2480,37684664,United States,2,55,33,13,9,IM,2739,2817,Irakli,Beradze,3417,2017-08-09,Moški,North America,2.9402166800915e-09,2017
390,DrMikeYeadonIsRight,2480,338290125,United Kingdom,164,2719,1603,437,679,Nima naslova,2243,800,,,855,2024-01-11,Ni znano,Europe,1.4648750288012741e-08,2024
391,AntiLondonPlayer,2480,24534078,United States,2,231,131,54,46,Nima naslova,2497,2617,,,1778,2015-10-11,Ni znano,North America,2.9402166800915e-09,2015
392,Slovafn,2480,21996266,Ukraine,141,2324,1691,99,534,CM,2500,2504,Artem,Padalka,5831,2015-04-16,Moški,Europe,3.0430284218854606e-08,2015
393,NewBornNow,2480,19668254,Moldova,96,78,31,11,36,GM,2900,2463,Victor,Bologan,26201,2014-11-10,Moški,Europe,4.199386889514131e-07,2014
394,FairPlayConnoisseur,2480,195522715,International,225,6254,3367,553,2334,Nima naslova,2275,2067,,,1349,2022-09-01,Ni znano,Ni podatka,Ni znano,2022
395,Sina_Barandesho,2480,162289933,Iran,71,81,54,8,19,Nima naslova,2635,2609,Sina,Rezaeipour,546,2021-11-23,Ženska,Asia,1.1633182489733717e-08,2021
396,bane2811,2480,13711246,Serbia,231,6586,3991,616,1979,Nima naslova,2340,Ne igra metka,branimir,certic,1409,2013-09-29,Ni znano,Europe,1.5225838003478496e-07,2013
397,Chess_Player_lol,2479,72367684,United States,2,5575,2895,439,2241,Nima naslova,2244,2375,,,7003,2020-02-18,Ni znano,North America,2.9402166800915e-09,2020
398,szymonmaster,2479,71705148,Poland,112,331,210,31,90,Nima naslova,2460,2454,,,140,2020-02-04,Ni znano,Europe,2.6729391639046296e-08,2020
399,muncettin,2479,7002949,Türkiye,138,155,120,7,28,NM,2573,2706,Munci,Inonu,5733,2012-03-17,Ni znano,Asia,1.1673386490511218e-08,2012
400,Santhosh0225,2479,55330146,United States,2,5289,2422,395,2472,Nima naslova,2550,2215,,,4601,2018-12-30,Ni znano,North America,2.9402166800915e-09,2018
401,takddir1324,2479,470704400,Brazil,27,291,194,31,66,Nima naslova,1578,1307,,,55,2025-07-31,Ni znano,South America,4.7040284123316105e-09,2025
402,ehmedaali,2479,432374913,Türkiye,138,283,234,11,38,Nima naslova,Ne igra strele,Ne igra metka,,,72,2025-02-25,Ni znano,Asia,1.1673386490511218e-08,2025
403,gottabecareful,2479,418161227,Chinese Taipei,353,114,82,11,21,Nima naslova,2520,1850,Dragonlord,Placidusax,89,2025-01-16,Ni znano,Ni podatka,Ni znano,2025
404,ManuelErmachenko,2479,349969789,Spain,163,69,58,4,7,CM,2852,2755,Manuel,Ermachenko,204,2024-03-09,Moški,Europe,2.0277415730152532e-08,2024
405,nm1q,2479,193847693,Brazil,27,142,104,9,29,Nima naslova,2438,2481,,,339,2022-08-18,Ni znano,South America,4.7040284123316105e-09,2022
406,NindzaTigaar,2478,288290351,Serbia,231,194,115,22,57,Nima naslova,2711,2602,,,235,2023-05-24,Ni znano,Europe,1.5225838003478496e-07,2023
407,artiu123,2478,24750720,Poland,112,390,234,37,119,Nima naslova,2421,2406,,,820,2015-10-25,Ni znano,Europe,2.6729391639046296e-08,2015
408,checkmatetowin25,2478,193403415,United Kingdom,164,577,289,66,222,Nima naslova,2383,2474,,,110,2022-08-14,Ni znano,Europe,1.4648750288012741e-08,2022
409,chessburger_tv,2478,139190368,Italy,76,2276,1340,168,768,FM,2501,2574,Alessio,Boraso,48830,2021-05-07,Moški,Europe,1.697221260133493e-08,2021
410,DanylaBagrov,2477,76495850,Ukraine,141,107,72,9,26,CM,2662,2733,Vlad,Lymar,2069,2020-04-12,Moški,Europe,3.0430284218854606e-08,2020
411,ShcufNaiRolf,2477,65963208,Germany,54,744,405,65,274,FM,2345,2431,Florian,Fuchs,777,2019-09-26,Moški,Europe,1.1964994255606259e-08,2019
412,Lemarzio,2477,48287764,Italy,76,396,234,45,117,Nima naslova,2551,2139,Ruggiero,Martire,485,2018-07-29,Moški,Europe,1.697221260133493e-08,2018
413,delowartyt,2477,457480002,Bangladesh,177,145,117,10,18,Nima naslova,2605,2501,,,130,2025-06-07,Ni znano,Asia,5.888278939738358e-09,2025
414,Rado55,2477,36602096,Bulgaria,28,1982,931,131,920,Nima naslova,2450,2703,Radoslav,Genov,2710,2017-06-26,Moški,Europe,1.5534318416245168e-07,2017
415,turkeyalert1,2477,171371777,United States,2,206,140,20,46,Nima naslova,2444,Ne igra metka,,,700,2022-02-02,Ni znano,North America,2.9402166800915e-09,2022
416,Socrates1979,2477,15268298,Germany,54,748,383,87,278,Nima naslova,2518,2253,Socrates,,10637,2013-12-27,Ni znano,Europe,1.1964994255606259e-08,2013
417,A-Fier,2477,10968500,Brazil,27,239,110,51,78,GM,2766,2712,Alex,Fier,36851,2013-02-27,Moški,South America,4.7040284123316105e-09,2013
418,masruri_rahman,2477,10799404,Indonesia,70,342,249,40,53,IM,2786,2884,Masruri,Rahman,4284,2013-02-12,Ni znano,Asia,3.515694987049973e-09,2013
419,CarlosAlbornoz,2476,53343086,Cuba,37,75,36,24,15,GM,2826,2804,Carlos Daniel,Albornoz Cabrera,2397,2018-12-16,Moški,North America,1.0258507200497497e-07,2018
420,Fanica1,2476,414896163,Germany,54,459,347,27,85,Nima naslova,2410,2200,,,135,2025-01-03,Ni znano,Europe,1.1964994255606259e-08,2025
421,NguyenQuangAnh3112,2476,341502093,Vietnam,149,318,179,28,111,CM,2730,2686,Nguyen,Quang Anh,2195,2024-01-26,Ni znano,Asia,9.867401853887461e-09,2024
422,BulletCloud,2475,78524906,United States,2,2575,1493,140,942,NM,2642,2692,Harshin Reddy,Jagirapu,11885,2020-05-03,Ni znano,North America,2.9402166800915e-09,2020
423,AlexanderMatlak,2475,6599745,Ukraine,141,328,198,50,80,NM,2612,2503,Oleksandr,Matlak,26621,2012-02-02,Moški,Europe,3.0430284218854606e-08,2012
424,Locomotivee,2475,48266646,Brazil,27,265,165,16,84,Nima naslova,2475,Ne igra metka,,,861,2018-07-28,Ni znano,South America,4.7040284123316105e-09,2018
425,chessplayerforrestgump,2475,438090905,Ukraine,141,366,202,20,144,Nima naslova,2218,2418,,,122,2025-03-19,Ni znano,Europe,3.0430284218854606e-08,2025
426,Gorbaev,2475,4379529,International,225,83,72,7,4,IM,2523,2578,Dusan,Jovanovic,10358,2010-12-12,Ni znano,Ni podatka,Ni znano,2010
427,Omranalhosani22,2475,383231029,United Arab Emirates,142,52,31,5,16,IM,2817,2718,Omran,Al Hosani,1336,2024-08-25,Moški,Asia,9.364562025052826e-08,2024
428,MagnusKaren,2475,37806946,Armenia,14,839,441,56,342,Nima naslova,1923,1699,Karen,Yengibaryan,564,2017-08-14,Ženska,Asia,3.2455941060011037e-07,2017
429,GCGeek,2475,35982734,Ukraine,141,246,177,13,56,FM,2552,2643,Yulian,Malovanyi,2186,2017-06-01,Moški,Europe,3.0430284218854606e-08,2017
430,cansun,2475,10342602,Türkiye,138,52,29,6,17,NM,2578,2656,Can Alp,Cansun,2379,2013-01-07,Ni znano,Asia,1.1673386490511218e-08,2013
431,Iitiantopperdevansh7,2474,465720746,Andorra,11,30,11,1,18,Nima naslova,1602,2333,,,11,2025-07-09,Ni znano,Europe,1.1324258827259755e-05,2025
432,Spynet777,2474,378203425,United Kingdom,164,1006,521,90,395,Nima naslova,2533,Ne igra metka,,,150,2024-07-30,Ni znano,Europe,1.4648750288012741e-08,2024
433,TranJMinh,2474,34082300,Vietnam,149,281,205,38,38,GM,2894,2825,Minh,Tran Tuan,17631,2017-03-18,Ženska,Asia,9.867401853887461e-09,2017
434,Maikrosoft63,2474,29614714,International,225,69,44,7,18,FM,2717,2606,Felix,Kuznetsov,3234,2016-08-24,Moški,Ni podatka,Ni znano,2016
435,magnum11,2473,7986986,Canada,3,1368,780,162,426,IM,2353,2149,Jean,Hebert,3312,2012-06-23,Moški,North America,2.4068091325987446e-08,2012
436,taha2409,2473,77855672,Iran,71,572,315,60,197,Nima naslova,2505,2211,,,141,2020-04-26,Ni znano,Asia,1.1633182489733717e-08,2020
437,Win,2473,58395120,United States,2,96,72,3,21,Nima naslova,2270,2142,,,839,2019-03-11,Ni znano,North America,2.9402166800915e-09,2019
438,Neikr0,2473,48471814,North Korea,325,202,119,14,69,Nima naslova,2518,2629,,,506,2018-08-04,Ni znano,Asia,3.853564547206166e-08,2018
439,ArchismanDassss,2473,458145974,India,69,136,100,12,24,Nima naslova,2541,2515,,,32,2025-06-09,Ni znano,Asia,7.054713536302145e-10,2025
440,AverageReiEnjoyer,2473,437738157,France,52,386,266,42,78,Nima naslova,2500,Ne igra metka,Chess,Account,78,2025-03-17,Ni znano,Europe,1.4562824022834507e-08,2025
441,Timurist,2473,39072512,Malta,93,58,50,2,6,FM,2431,2522,Timur,Radionov,1391,2017-09-30,Moški,Europe,1.74140182847192e-06,2017
442,GAMECHANGER7799,2473,355847197,India,69,279,173,21,85,Nima naslova,2573,2447,,,118,2024-04-08,Ni znano,Asia,7.054713536302145e-10,2024
443,PositionalKarpov_1951,2473,313252239,Hungary,67,464,220,87,157,Nima naslova,2500,2450,,,432,2023-09-16,Ni znano,Europe,1.0482727505062633e-07,2023
444,matein28,2473,2895341,United States,2,3663,3025,332,306,NM,2700,2811,Damir,Studen,19551,2010-06-07,Moški,North America,2.9402166800915e-09,2010
445,raininchessland,2473,107509524,India,69,1005,595,72,338,Nima naslova,2324,2521,,,431,2020-12-27,Ni znano,Asia,7.054713536302145e-10,2020
446,Amoorriii,2472,400391791,Egypt,45,313,207,34,72,Nima naslova,2077,Ne igra metka,The Greatest,GM Of All Time,253,2024-11-04,Ženska,Africa,9.322161406512797e-09,2024
447,Bini-Maloi,2472,390182829,Philippines,111,551,266,54,231,Nima naslova,2523,2409,Mary,Loi,581,2024-09-21,Ženska,Asia,8.762429506254623e-09,2024
448,TheUnderwaterTroll,2472,27660224,Norway,104,156,106,12,38,Nima naslova,2717,2618,,,2593,2016-04-08,Ni znano,Europe,1.7835027423138165e-07,2016
449,ja060201,2472,270771277,Indonesia,70,41,28,4,9,Nima naslova,2571,2225,,,49,2023-04-03,Ni znano,Asia,3.515694987049973e-09,2023
450,MrValkire,2472,188030129,Canada,3,3521,1582,350,1589,Nima naslova,2702,2654,,,2318,2022-06-25,Ni znano,North America,2.4068091325987446e-08,2022
451,Mikasinski,2471,61881326,Serbia,231,657,494,67,96,FM,2780,2728,Mihailo,Djokic,31046,2019-06-03,Moški,Europe,1.5225838003478496e-07,2019
452,Viacheslav9730,2471,466926522,International,225,123,114,1,8,GM,2479,2346,Viacheslav,Zakhartsov,114,2025-07-15,Moški,Ni podatka,Ni znano,2025
453,LongQuan2k10,2471,340936191,Vietnam,149,802,383,63,356,Nima naslova,2579,2504,,,397,2024-01-24,Ni znano,Asia,9.867401853887461e-09,2024
454,Optimus_1009,2471,264261225,India,69,1035,451,93,491,Nima naslova,2505,1750,,,494,2023-03-20,Ni znano,Asia,7.054713536302145e-10,2023
455,FranklinAPalomo,2471,24556522,Venezuela,148,672,484,55,133,FM,2753,2711,Franklin Annervys,Palomo Chess,7558,2015-10-13,Moški,South America,3.5066802258302064e-08,2015
456,ferrarifighter,2471,187182377,Poland,112,3234,1538,259,1437,Nima naslova,2185,2342,Josh,,1539,2022-06-17,Moški,Europe,2.6729391639046296e-08,2022
457,Omk124,2470,68990102,India,69,71,41,6,24,FM,2745,2822,Om,Kadam,8277,2019-12-07,Moški,Asia,7.054713536302145e-10,2019
458,cmzahar,2470,59589110,Belarus,22,319,113,20,186,Nima naslova,2697,2515,Zakhar,Yemelyanau,545,2019-04-09,Ni znano,Europe,1.0977816029367853e-07,2019
459,FYS315,2470,51601704,China,33,311,192,21,98,Nima naslova,2537,2405,,,297,2018-11-08,Ni znano,Asia,7.100860624307666e-10,2018
460,aravbaid3105,2470,46252972,India,69,1113,612,89,412,Nima naslova,2661,2638,,,2097,2018-05-16,Ni znano,Asia,7.054713536302145e-10,2018
461,SashaMacedonian,2470,440858275,Russia,116,91,78,4,9,Nima naslova,2818,2777,,,136,2025-03-30,Ni znano,Asia,6.847986512205766e-09,2025
462,Rafal_Kowalczyk,2470,3947035,Poland,112,63,46,4,13,Nima naslova,2335,2400,,,1777,2010-09-08,Ni znano,Europe,2.6729391639046296e-08,2010
463,FranzZChess,2470,393263689,Peru,110,314,177,27,110,Nima naslova,2554,2606,,,404,2024-10-02,Ni znano,South America,2.9111874722054376e-08,2024
464,Lanturn17,2470,201222385,Netherlands,101,116,76,11,29,Nima naslova,2352,2228,,,146,2022-10-11,Ni znano,Europe,5.530684986950072e-08,2022
465,gmifflen,2470,175151583,Canada,3,618,403,43,172,Nima naslova,1838,622,Gabe,Mifflen,87,2022-03-02,Moški,North America,2.4068091325987446e-08,2022
466,Flachess10,2470,136573966,Czech Republic,40,682,255,120,307,Nima naslova,2711,2406,,,1727,2021-04-21,Ni znano,Europe,9.19381715796127e-08,2021
467,Sungho,2470,10471150,South Korea,175,130,84,11,35,FM,2816,2900,Sungho,Yim,6526,2013-01-18,Ni znano,Asia,1.9544770247512235e-08,2013
468,TreasureHunter10,2469,73655294,Romania,115,1074,595,100,379,Nima naslova,2401,2341,,,899,2020-03-16,Ni znano,Europe,5.245376344999732e-08,2020
469,laboratorio25,2469,61427096,Spain,163,27,26,0,1,FM,2700,2432,Francisco,Montoliu Cervero,1361,2019-05-25,Moški,Europe,2.0277415730152532e-08,2019
470,JaySeaKhan,2469,449281132,Canada,3,420,300,32,88,Nima naslova,2157,Ne igra metka,,,36,2025-05-03,Ni znano,North America,2.4068091325987446e-08,2025
471,cruelmane,2469,33999652,United States,2,312,222,10,80,Nima naslova,2469,1531,,,85,2017-03-15,Ni znano,North America,2.9402166800915e-09,2017
472,Reec3s,2468,30920308,United States,2,1315,634,57,624,Nima naslova,2316,2116,Reece,Thompson,2347,2016-11-14,Moški,North America,2.9402166800915e-09,2016
473,LameDude,2467,8560800,United States,2,1377,730,343,304,FM,2700,2308,Antonio,Vitor,25126,2012-08-15,Moški,North America,2.9402166800915e-09,2012
474,G10De_Arrascaeta,2467,8244288,Brazil,27,333,196,40,97,FM,2474,2226,Daniel,Rangel,8667,2012-07-18,Moški,South America,4.7040284123316105e-09,2012
475,dirk_da_player,2467,24319138,United States,2,272,158,36,78,FM,2384,2148,Dirk,Troltenier,5976,2015-09-27,Moški,North America,2.9402166800915e-09,2015
476,Max_The_Big_Guy,2467,136378306,Slovenia,127,1328,701,161,466,Nima naslova,2701,2559,,,812,2021-04-20,Ni znano,Europe,4.693429855282784e-07,2021
477,aykm,2467,11525118,United States,2,268,154,40,74,Nima naslova,2548,2623,Ajay,Krishnan,2177,2013-04-14,Moški,North America,2.9402166800915e-09,2013
478,mbojan,2466,8587878,Bosnia-Herzegovina,26,128,73,13,42,IM,2917,2873,Bojan,Maksimović,22164,2012-08-18,Moški,Europe,2.922267679719462e-07,2012
479,RubinsteinsMonster,2466,65429406,Canada,3,126,83,8,35,FM,2547,2350,Michael,Humphreys,2464,2019-09-12,Moški,North America,2.4068091325987446e-08,2019
480,Sunflower313,2466,424639571,International,225,196,138,22,36,Nima naslova,2443,2519,,,100,2025-01-28,Ni znano,Ni podatka,Ni znano,2025
481,giga_dummy,2466,391698579,United States,2,332,211,32,89,Nima naslova,Ne igra strele,Ne igra metka,,,7163,2024-09-27,Ni znano,North America,2.9402166800915e-09,2024
482,anacondadrizzydrake,2466,370482477,Canada,3,211,134,20,57,Nima naslova,2304,2502,,,67,2024-06-18,Ni znano,North America,2.4068091325987446e-08,2024
483,Georgy-1988Napoli,2466,364621759,Italy,76,226,145,19,62,Nima naslova,2623,2501,Georgy,Mamyan🇮🇹🇮🇹🇮🇹,580,2024-05-21,Moški,Europe,1.697221260133493e-08,2024
484,blunderpaanda,2466,305084051,Japan,78,515,382,42,91,Nima naslova,Ne igra strele,Ne igra metka,Master,Panda,11403,2023-08-10,Ni znano,Asia,8.106355382619975e-09,2023
485,CosmicSun3,2466,273401337,United States,2,1507,788,129,590,Nima naslova,2179,2100,,,266,2023-04-10,Ni znano,North America,2.9402166800915e-09,2023
486,Tomson33,2465,47436902,Poland,112,391,226,42,123,Nima naslova,2650,2500,,,1047,2018-06-27,Ni znano,Europe,2.6729391639046296e-08,2018
487,aurorasebastian,2465,455970204,United States,2,243,199,19,25,Nima naslova,1961,Ne igra metka,,,22,2025-06-01,Ni znano,North America,2.9402166800915e-09,2025
488,DuongThienChuongBD,2465,369534211,Vietnam,149,168,115,12,41,Nima naslova,2435,2250,,,168,2024-06-13,Ni znano,Asia,9.867401853887461e-09,2024
489,cukricek,2465,306104327,Slovakia,126,128,93,5,30,CM,2449,2351,Martin,Solčan,1712,2023-08-15,Moški,Europe,1.8463885931589825e-07,2023
490,CarlssonLudvig,2465,25738437,Sweden,132,192,115,28,49,IM,2833,2783,Ludvig,Carlsson,6183,2015-12-24,Moški,Europe,9.440476192723924e-08,2015
491,handldk,2464,92559438,United States,2,1889,1121,152,616,Nima naslova,2405,2208,Alvin,,4051,2020-10-05,Moški,North America,2.9402166800915e-09,2020
492,stasiek18,2464,40210046,Poland,112,236,158,34,44,IM,2677,2500,Stanisław,Żyłka,1644,2017-11-09,Moški,Europe,2.6729391639046296e-08,2017
493,Boundless_Strike,2464,40150536,Djibouti,191,275,200,24,51,IM,2900,2766,Shamil,Arslanov,7994,2017-11-07,Moški,Africa,9.373749190342414e-07,2017
494,27frankfurt,2464,378651071,Romania,115,323,174,22,127,Nima naslova,2066,2207,,,322,2024-08-01,Ni znano,Europe,5.245376344999732e-08,2024
495,ClydeArellano,2464,29631470,Philippines,111,166,101,18,47,Nima naslova,2601,2609,Khristian Clyde,Arellano,717,2016-08-25,Ni znano,Asia,8.762429506254623e-09,2016
496,lamon2000,2464,1470664,Canada,3,55,38,3,14,FM,2494,2154,Jason,Cao,4381,2008-08-15,Moški,North America,2.4068091325987446e-08,2008
497,whodee11,2463,53353010,Canada,3,142,77,15,50,NM,2448,Ne igra metka,Warrick,Rolfe,6196,2018-12-16,Moški,North America,2.4068091325987446e-08,2018
498,ezaqa10,2463,50912702,France,52,471,268,52,151,Nima naslova,1798,Ne igra metka,,,91,2018-10-19,Ni znano,Europe,1.4562824022834507e-08,2018
499,slidingknight2775,2463,40032938,Ukraine,141,294,213,24,57,FM,2872,2819,Ivan,Povshednyi,4693,2017-11-03,Moški,Europe,3.0430284218854606e-08,2017
500,Viren66,2463,291669507,United Kingdom,164,179,128,11,40,Nima naslova,Ne igra strele,Ne igra metka,,,53,2023-06-06,Ni znano,Europe,1.4648750288012741e-08,2023
501,Panter91,2463,28906478,Poland,112,3771,1690,421,1660,Nima naslova,2501,2039,Michał,Patera,1385,2016-07-03,Moški,Europe,2.6729391639046296e-08,2016
502,Galileo22,2463,2400569,United States,2,834,420,68,346,NM,2800,2903,Owen,McCoy,24682,2009-12-22,Moški,North America,2.9402166800915e-09,2009
503,JackRodgers,2463,16063810,Australia,17,2278,1203,289,786,FM,2670,2666,Jack,Rodgers,54986,2014-02-15,Moški,Oceania,3.649633304918505e-08,2014
504,Snape,2463,1336709,Finland,51,312,173,16,123,CM,2507,2178,Jan,Varpanen,10201,2008-03-20,Moški,Europe,1.7712749158600132e-07,2008
505,SharathRk6,2462,60425296,Saint Pierre/Miquelon,120,1866,943,233,690,NM,2641,2631,Sharath,Radhakrishnan,4439,2019-04-30,Ni znano,North America,0.00017185083347654237,2019
506,Tacticaliss,2462,463441274,Poland,112,86,65,8,13,Nima naslova,2571,2604,,,10,2025-06-30,Ni znano,Europe,2.6729391639046296e-08,2025
507,Artemo444ka,2462,397870621,Ukraine,141,553,317,80,156,Nima naslova,2296,1991,,,381,2024-10-23,Ni znano,Europe,3.0430284218854606e-08,2024
508,imenjak12345,2462,16596784,Saint Lucia,119,437,258,52,127,Nima naslova,2462,1953,,,725,2014-03-24,Ni znano,North America,5.431830526887561e-06,2014
509,fiveminutesfun,2462,164887873,Canada,3,546,350,52,144,Nima naslova,2557,2220,Five,Minutes,675,2021-12-14,Moški,North America,2.4068091325987446e-08,2021
510,Elfangm2,2462,158597961,United States,2,1843,793,139,911,NM,2576,2800,Elbert,Fang,3862,2021-10-19,Moški,North America,2.9402166800915e-09,2021
511,Let5Down,2461,86298434,Saudi Arabia,123,3385,1616,232,1537,Nima naslova,2383,2403,Troubled,Joe,1317,2020-07-09,Ni znano,Asia,2.832838719692875e-08,2020
512,ingmec99,2461,72053240,Italy,76,357,235,40,82,Nima naslova,2640,2600,Luca,Rotolante,1473,2020-02-11,Moški,Europe,1.697221260133493e-08,2020
513,coach_jacob,2461,390261069,Poland,112,274,176,25,73,CM,2534,2650,Jakub,Lizak,1306,2024-09-21,Moški,Europe,2.6729391639046296e-08,2024
514,jacosta7,2461,36091738,Colombia,34,473,270,44,159,IM,2433,Ne igra metka,José Alejandro,Acosta Amaya,1611,2017-06-05,Moški,South America,1.897678971621957e-08,2017
515,KMD_Dragon,2461,249616593,Russia,116,64,53,3,8,FM,2477,Ne igra metka,Denis,Werner,37,2023-02-20,Moški,Asia,6.847986512205766e-09,2023
516,GarriKramnik,2461,164973349,Trinidad/Tobago,137,90,77,4,9,Nima naslova,2607,Ne igra metka,,,286,2021-12-15,Ni znano,North America,7.308162559844716e-07,2021
517,Alberto1513,2461,163576885,Germany,54,1645,973,145,527,Nima naslova,Ne igra strele,Ne igra metka,Alberto,Walczak,280,2021-12-04,Moški,Europe,1.1964994255606259e-08,2021
518,Lovekie,2461,154528529,International,225,681,422,44,215,Nima naslova,2419,2447,,,1250,2021-09-13,Ni znano,Ni podatka,Ni znano,2021
519,mohitswami1022,2460,8600752,India,69,860,448,70,342,Nima naslova,2430,2501,Mohit,Swami,10549,2012-08-19,Ni znano,Asia,7.054713536302145e-10,2012
520,toog,2460,8347682,Ireland,73,228,141,28,59,IM,2614,2732,Tom,'Gorman,15091,2012-07-27,Moški,Europe,Ni znano,2012
521,07Kappa,2460,77847350,Belgium,5,1862,933,101,828,Nima naslova,2454,2014,,,204,2020-04-26,Ni znano,Europe,8.456265589654132e-08,2020
522,3ptdka,2460,4739759,United States,2,141,61,12,68,NM,2754,2662,Ziwen,Zhou,7616,2011-02-19,Ni znano,North America,2.9402166800915e-09,2011
523,desertfox2025,2460,435161007,Germany,54,318,234,39,45,Nima naslova,2612,Ne igra metka,Erwin,Rommel,45,2025-03-07,Moški,Europe,1.1964994255606259e-08,2025
524,said_hero,2460,369065189,Morocco,199,962,569,44,349,Nima naslova,1474,1713,Said,Tilimsani,209,2024-06-11,Moški,Africa,2.7153009653166463e-08,2024
525,montyotto,2460,349817831,Australia,17,605,277,74,254,FM,2454,2409,Eddy L,Levi,992,2024-03-09,Moški,Oceania,3.649633304918505e-08,2024
526,RichardParker_Pi,2460,177333869,United States,2,879,384,89,406,Nima naslova,2580,2525,Giuseppe,Zúñiga,1307,2022-03-20,Moški,North America,2.9402166800915e-09,2022
527,sumantnaik12345,2459,28529958,United States,2,114,85,20,9,Nima naslova,1200,2003,,,24,2016-06-07,Ni znano,North America,2.9402166800915e-09,2016
528,BalkanDadChess,2459,226126925,Serbia,231,86,55,5,26,Nima naslova,2645,2705,,,1333,2023-01-15,Ni znano,Europe,1.5225838003478496e-07,2023
529,subham777,2459,20051690,United States,2,709,353,42,314,NM,2858,2752,Asish,Panda,14162,2014-12-05,Ni znano,North America,2.9402166800915e-09,2014
530,whfrankliu,2459,134227884,China,33,1264,576,204,484,Nima naslova,2076,1742,,,920,2021-04-08,Ni znano,Asia,7.100860624307666e-10,2021
531,Ticondriul,2458,72218390,Argentina,4,133,118,6,9,FM,2707,2730,Manuel,Cristóbal,5068,2020-02-15,Moški,South America,2.1246019106842426e-08,2020
532,zd_0,2458,47573540,United States,2,172,112,16,44,Nima naslova,2574,2448,,,431,2018-07-02,Ni znano,North America,2.9402166800915e-09,2018
533,ValentunHulka,2458,44632664,Ukraine,141,621,369,63,189,FM,2905,2712,Valentyn,Hulka,7952,2018-03-25,Moški,Europe,3.0430284218854606e-08,2018
534,NeVeReST585,2458,357455785,Ukraine,141,375,224,38,113,Nima naslova,2343,2108,,,198,2024-04-16,Ni znano,Europe,3.0430284218854606e-08,2024
535,Enriquack,2457,71585674,Mexico,95,26,16,4,6,NM,2617,2732,Enrique,Fonseca Manrique,2272,2020-02-01,Moški,North America,7.667703565107974e-09,2020
536,felixzong2013,2457,66142740,International,225,968,519,95,354,Nima naslova,2600,2551,Felix,Ranger,1028,2019-10-01,Moški,Ni podatka,Ni znano,2019
537,Little_Skib,2457,416537023,Denmark,41,57,41,5,11,NM,2897,2834,Ethan,Sheehan,4244,2025-01-09,Moški,Europe,1.6659947154647626e-07,2025
538,herohousetp,2457,376469191,International,225,420,221,74,125,Nima naslova,2287,2000,,,341,2024-07-20,Ni znano,Ni podatka,Ni znano,2024
539,mertgureke,2457,28590454,Türkiye,138,63,30,9,24,Nima naslova,2404,2501,max,max,308,2016-06-11,Ni znano,Asia,1.1673386490511218e-08,2016
540,monomita,2457,27421320,India,69,43,25,8,10,IM,3030,3111,Mayank,Chakraborty,4442,2016-03-25,Ni znano,Asia,7.054713536302145e-10,2016
541,Novak_Pezelj,2456,9474456,Serbia,231,216,140,39,37,IM,2724,2737,Novak,Pezelj,9671,2012-11-01,Moški,Europe,1.5225838003478496e-07,2012
542,ArtuaysoTR,2456,78556130,Türkiye,138,495,276,54,165,Nima naslova,2507,2402,Outlaw,of,701,2020-05-04,Ni znano,Asia,1.1673386490511218e-08,2020
543,Nicolik,2456,59790798,Italy,76,165,107,17,41,IM,2619,2654,Nicola,Altini,1946,2019-04-13,Ženska,Europe,1.697221260133493e-08,2019
544,iballisticsquid123,2456,28191382,United States,2,2492,1258,293,941,Nima naslova,2650,2610,James,Wei,9327,2016-05-14,Moški,North America,2.9402166800915e-09,2016
545,osomielero,2456,165981535,Brazil,27,604,526,21,57,Nima naslova,2455,2102,Paulo,Bentley,1428,2021-12-23,Moški,South America,4.7040284123316105e-09,2021
546,vladyx92,2455,52838310,Romania,115,705,473,47,185,Nima naslova,2577,2502,Vlad,Ghita,5559,2018-12-05,Moški,Europe,5.245376344999732e-08,2018
547,YesidIsaza,2455,49300552,Canada,3,1045,576,65,404,Nima naslova,2537,2266,,,325,2018-08-31,Ni znano,North America,2.4068091325987446e-08,2018
548,SchachmattTV_Tobi,2455,47195930,Germany,54,178,136,11,31,FM,2778,2406,Tobias,Kolb,2055,2018-06-18,Moški,Europe,1.1964994255606259e-08,2018
549,morra_pirate,2455,36651546,South Africa,129,5554,2775,464,2315,Nima naslova,2457,2506,,,1991,2017-06-28,Ni znano,Africa,1.5847623201205625e-08,2017
